"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","it1","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","arm2","vic41","vic43","ico2","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b10a","b11","b43","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","mil1","b3milx","pr3e","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","mil7","pn4","w14a","e5","e15","e16","d1","d2","d3","d4","d5","d6","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","vic44","fear6f","vb1","vb2","vb10","pol1","vb20","for5","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4"
"1:3074",4,442,4016,404,NA,74,1,2,1,1.04373,403,1,1979,32,2,1,13,2,2,2,2,NA,2,2,NA,NA,NA,NA,NA,2,4,4,4,4,4,4,NA,2,NA,2,2,2,2,2,NA,2,1,0,0,NA,2,NA,NA,3,2,5,4,5,4,4,5,4,7,6,3,1,NA,7,3,4,4,3,5,3,3,5,4,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,NA,2,2,NA,4,6,4,2,3,7,NA,NA,6,5,7,4,4,3,3,2,NA,2,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,NA,2,4,1,NA,4,1,NA,NA,6,NA,1,1,5,3,NA,2,2,3,3,NA,4,NA,2,1,5,2,1,1,1,0,0,0,0,1,0,0,NA,1,0,1,NA,3,2,5,4,NA,2,2012,NA,NA,NA
"1:3075",4,583,407,404,NA,98,2,5,1,0.6671109,403,2,1983,28,1,1,NA,3,2,1,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,4,NA,2,NA,2,NA,1,2,2,NA,2,1,0,1,NA,3,NA,NA,3,3,4,4,5,3,2,4,1,7,6,4,1,7,7,3,4,4,4,4,4,3,3,3,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,2,NA,5,7,6,1,5,5,2,1,7,4,6,5,4,3,4,3,2,2,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,11,1,NA,NA,4,1,1,2,2,2,2,NA,5,NA,0,2,5,5,1,0,1,0,0,0,0,0,0,0,NA,1,0,0,NA,6,2,5,4,NA,1,2012,NA,NA,NA
"1:3076",4,1661,1310,413,NA,277,2,5,1,0.8764808,406,3,1951,60,2,4,NA,3,3,2,2,NA,5,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,2,1,2,2,2,1,2,NA,2,2,1,0,NA,2,NA,NA,4,4,1,1,1,1,1,1,1,7,1,1,1,1,4,1,2,5,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,NA,NA,3,NA,1,4,7,1,1,7,3,2,10,4,10,10,10,10,10,10,10,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,3,1,NA,NA,NA,NA,NA,2,0,5,3,4,5,NA,2,2,4,3,NA,3,NA,1,1,4,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,4,1,6,4,NA,2,2012,NA,NA,NA
"1:3077",4,1060,140501,409,NA,177,1,4,1,1.283405,406,2,1977,34,1,3,13,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,3,NA,2,NA,3,5,2,1,1,2,2,NA,2,2,0,0,NA,3,NA,NA,2,3,4,5,2,5,4,2,3,2,5,4,1,7,7,5,2,3,5,5,4,2,5,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,NA,4,5,4,5,2,5,NA,NA,5,2,5,5,4,3,5,4,NA,2,1,0,1,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,3,1,NA,2,3,NA,NA,5,NA,2,1,5,1,NA,2,2,2,1,NA,5,NA,2,1,4,1,1,0,1,0,0,0,0,1,1,0,NA,1,0,1,NA,3,1,6,4,NA,1,2012,NA,NA,NA
"1:3078",4,77,1014,401,NA,13,1,1,1,0.9852856,401,1,1963,48,1,2,NA,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,3,1,4,4,4,NA,4,NA,3,5,2,1,1,2,1,2,1,2,0,0,NA,4,NA,NA,3,4,7,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,4,NA,4,7,4,5,1,7,3,1,6,6,6,6,NA,NA,NA,NA,NA,2,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,3,NA,NA,NA,NA,NA,18,2,2,2,2,7,NA,1,2,2,3,NA,8,NA,0,2,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,NA,4,1,4,4,NA,1,2012,NA,NA,NA
"1:3079",4,18,1011,401,NA,3,1,1,1,0.9852856,401,1,1953,58,2,2,14,2,3,2,2,NA,3,1,2,2,NA,2,2,2,4,4,4,4,4,4,NA,4,6,2,1,1,1,1,NA,1,NA,1,0,NA,2,NA,NA,1,3,1,3,3,2,6,5,4,4,2,3,3,7,1,3,3,5,3,2,6,5,2,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,NA,NA,NA,2,4,4,6,5,3,NA,NA,3,9,4,3,2,1,3,2,NA,1,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,2,1,NA,NA,3,NA,5,1,1,5,NA,2,2,4,3,NA,6,NA,5,2,5,4,0,1,1,0,0,0,0,0,0,0,NA,1,0,0,NA,6,1,6,4,NA,2,2012,NA,NA,NA
"1:3080",4,35,1012,401,NA,6,1,1,1,0.9852856,401,1,1960,51,1,1,NA,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,2,1,4,4,4,NA,4,NA,1,7,2,1,1,2,2,NA,NA,2,1,0,NA,1,NA,NA,3,4,7,NA,4,3,5,4,2,7,1,7,6,5,4,3,2,7,2,1,4,5,6,7,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,7,4,4,6,5,5,NA,NA,6,4,4,5,5,4,3,2,NA,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,NA,NA,NA,NA,18,0,1,1,1,4,NA,2,2,2,2,NA,3,NA,3,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,NA,5,1,4,4,NA,1,2012,NA,NA,NA
"1:3081",4,1559,505,405,NA,260,2,5,1,0.8960258,404,3,1973,38,2,2,NA,3,2,2,2,NA,4,2,NA,NA,NA,NA,NA,4,1,2,4,4,4,4,NA,2,4,2,NA,NA,2,2,NA,2,2,0,0,NA,2,NA,NA,NA,NA,4,3,3,4,3,3,4,7,3,NA,4,2,7,4,4,4,3,5,3,NA,NA,2,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,NA,5,6,4,4,3,4,NA,2,4,3,3,5,4,4,4,NA,3,2,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,NA,NA,NA,NA,5,0,1,1,2,1,4,2,2,3,3,NA,5,NA,3,2,5,1,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,NA,7,2,5,4,NA,2,2012,NA,NA,NA
"1:3082",4,1583,702,407,NA,264,2,5,1,0.8960258,404,3,1974,37,2,1,NA,3,3,1,2,NA,2,2,NA,NA,NA,NA,NA,4,1,2,4,2,4,4,NA,4,8,2,1,1,2,2,NA,2,2,0,0,NA,1,NA,NA,4,4,3,6,4,7,NA,5,2,7,1,2,1,6,7,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,3,3,NA,3,7,1,1,1,7,3,1,10,10,1,6,10,7,4,1,1,1,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,1,2,3,NA,NA,NA,NA,NA,8,1,1,1,5,1,2,2,2,2,2,NA,5,NA,4,2,4,2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,NA,6,2,3,4,NA,2,2012,NA,NA,NA
"1:3083",4,649,503,405,NA,109,1,3,1,1.493915,404,2,1960,51,2,2,NA,2,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,4,1,3,4,4,4,4,NA,1,NA,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,2,4,7,6,6,5,6,NA,7,7,6,6,NA,7,5,4,6,NA,4,6,5,NA,NA,4,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,1,NA,NA,4,3,7,2,2,10,7,6,10,10,1,1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,NA,NA,NA,NA,4,NA,1,1,5,5,NA,2,2,2,2,NA,5,NA,5,2,5,1,1,0,1,0,0,0,0,1,1,0,NA,1,0,1,NA,5,1,3,4,NA,2,2012,NA,NA,NA
"1:3084",4,524,403,404,NA,88,2,5,1,0.6671109,403,2,1993,18,2,2,13,3,3,1,1,0,2,NA,NA,NA,NA,NA,NA,2,1,4,2,4,2,4,NA,2,6,2,1,1,2,2,NA,1,2,0,0,NA,2,NA,NA,2,2,3,5,5,4,5,6,4,7,6,4,3,4,7,4,5,6,3,1,1,3,3,2,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,2,NA,3,NA,7,7,4,4,5,7,NA,NA,NA,4,2,5,10,10,10,10,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,2,2,4,2,NA,2,1,NA,NA,5,NA,1,1,1,5,NA,2,2,3,3,NA,5,NA,1,4,3,2,1,0,1,1,1,1,0,1,1,1,0,1,0,1,NA,8,1,6,4,NA,2,2012,NA,NA,NA
"1:3085",4,1390,4082,420,NA,232,2,5,1,0.986648,405,3,1930,81,2,3,60,2,1,2,2,NA,2,1,2,2,2,1,2,3,3,4,4,4,4,4,NA,1,5,2,1,1,2,2,NA,2,2,0,0,NA,1,NA,NA,4,1,4,3,4,5,4,3,5,6,7,4,6,7,5,4,6,6,4,3,4,2,5,1,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,2,2,NA,7,5,7,5,4,6,NA,NA,10,5,3,4,3,4,4,7,NA,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,2,1,NA,NA,NA,NA,NA,12,NA,3,1,1,6,NA,1,2,3,1,NA,5,NA,5,4,5,1,1,1,1,0,0,0,1,0,1,0,NA,1,0,0,NA,11,2,7,4,NA,2,2012,NA,NA,NA
"1:3086",4,1597,1101,411,NA,267,2,5,1,0.8764808,406,3,1990,21,1,2,NA,3,3,2,2,NA,4,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,4,NA,1,1,2,2,1,NA,2,NA,2,1,0,0,NA,1,NA,NA,4,3,1,1,1,1,1,1,1,7,1,1,1,7,7,1,1,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,3,3,3,NA,1,7,1,1,1,1,2,2,1,10,1,1,10,1,10,1,1,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,1,1,NA,NA,NA,NA,NA,0,0,NA,1,NA,1,4,2,2,1,3,NA,4,NA,1,2,4,1,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,NA,5,1,7,4,NA,1,2012,NA,NA,NA
"1:3087",4,435,4016,404,NA,73,1,2,1,1.04373,403,1,1979,32,1,1,NA,NA,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,2,4,4,NA,4,NA,3,NA,2,1,1,2,1,NA,2,1,1,1,NA,4,NA,NA,1,4,2,7,2,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,2,2,NA,7,7,1,1,7,7,4,2,1,1,1,10,10,10,10,10,1,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,2,2,4,1,NA,NA,NA,NA,NA,9,0,5,4,11,1,2,2,2,2,2,NA,4,NA,2,1,3,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,NA,3,1,4,4,NA,1,2012,NA,NA,NA
"1:3088",4,451,4016,404,NA,76,2,5,1,0.57728,403,1,1984,27,1,1,NA,3,2,1,1,1,NA,1,1,1,1,1,1,4,4,4,2,4,NA,4,NA,1,NA,1,1,2,1,2,NA,NA,2,0,0,NA,2,NA,NA,4,4,5,3,4,3,6,2,1,7,5,5,4,3,7,3,4,7,4,5,4,5,3,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,3,NA,3,NA,4,6,4,5,NA,7,3,1,10,6,4,5,10,9,8,9,1,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,1,1,4,3,NA,NA,NA,NA,NA,12,1,1,1,5,3,NA,1,1,3,3,NA,12,NA,2,1,4,3,1,0,0,0,0,0,1,0,0,0,NA,1,0,0,NA,2,1,6,4,NA,1,2012,NA,NA,NA
"1:3089",4,1530,406,404,NA,255,2,5,1,0.6671109,403,2,1980,31,2,2,3,3,3,2,2,NA,3,NA,NA,NA,NA,NA,NA,4,4,2,4,4,4,4,NA,2,5,2,2,2,2,2,NA,1,2,1,0,NA,2,NA,NA,4,4,2,4,2,4,6,4,3,7,4,2,2,3,4,3,6,4,4,2,3,3,3,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,NA,NA,1,7,7,2,7,7,NA,NA,10,6,5,6,3,3,5,7,NA,2,0,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,2,1,3,3,NA,NA,NA,NA,NA,12,NA,5,3,4,2,2,2,2,2,2,NA,6,NA,0,1,4,4,1,1,1,1,0,0,0,1,1,0,NA,1,0,0,NA,3,1,6,4,NA,2,2012,NA,NA,NA
"1:3090",4,1218,1309,413,NA,203,2,5,1,0.8764808,406,3,1962,49,1,1,18,2,2,2,2,NA,1,2,NA,NA,NA,NA,NA,3,1,2,4,4,NA,4,NA,1,6,2,2,2,2,2,NA,2,1,0,0,NA,1,NA,NA,4,3,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,5,5,4,5,4,4,5,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,3,4,3,3,3,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,1,NA,NA,NA,NA,NA,6,NA,1,1,1,6,NA,2,2,3,2,NA,7,NA,4,2,5,4,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,6,1,5,4,NA,1,2012,NA,NA,NA
"1:3091",4,1310,1807,418,NA,219,1,4,1,1.253363,407,3,1989,22,2,2,13,3,3,1,2,NA,2,1,1,1,1,1,1,1,1,4,4,4,1,4,NA,2,1,1,2,2,2,1,1,1,2,0,0,NA,2,NA,NA,4,4,4,4,1,1,4,4,1,7,2,3,4,6,4,6,4,7,4,3,4,4,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,NA,3,NA,1,1,7,6,7,1,NA,NA,1,10,1,10,10,10,10,1,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,1,1,3,3,NA,NA,2,NA,NA,6,NA,2,1,1,5,NA,2,NA,3,3,NA,5,NA,3,2,3,3,1,1,1,1,0,1,0,1,1,0,NA,1,0,1,NA,7,1,6,4,NA,2,2012,NA,NA,NA
"1:3092",4,1316,1807,418,NA,220,2,5,1,0.9078682,407,3,1990,21,2,1,4,3,3,2,2,NA,4,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,1,1,2,2,2,1,2,NA,2,2,0,0,NA,1,NA,NA,4,4,4,4,3,2,3,2,3,7,5,5,4,2,7,3,3,3,3,3,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,2,4,3,5,2,3,NA,NA,5,7,1,4,10,10,3,1,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,2,2,NA,NA,6,NA,1,1,2,5,NA,2,NA,4,3,NA,5,NA,1,2,5,3,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,5,1,6,4,NA,2,2012,NA,NA,NA
"1:3093",4,1243,1310,413,NA,208,2,5,1,0.8764808,406,3,1985,26,1,1,NA,3,1,1,2,NA,3,2,NA,NA,NA,NA,NA,4,1,3,2,4,NA,4,NA,2,6,2,2,2,2,1,1,2,1,0,1,NA,3,NA,NA,4,2,5,4,5,4,4,4,4,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,4,1,NA,4,5,4,4,4,4,4,2,5,5,5,4,5,4,5,4,4,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,12,1,NA,1,1,2,NA,2,1,3,2,NA,7,NA,0,1,4,4,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,5,1,5,4,NA,1,2012,NA,NA,NA
"1:3094",4,595,408,404,NA,100,1,3,1,1.406864,403,2,1993,18,1,1,NA,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,NA,2,1,2,2,2,2,2,NA,2,1,0,0,NA,1,NA,NA,3,4,2,2,1,1,3,1,4,7,2,3,2,1,7,2,5,1,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,NA,4,5,3,6,4,2,2,2,5,7,3,5,6,4,NA,NA,1,2,NA,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,2,3,NA,NA,NA,NA,NA,13,0,1,1,2,4,NA,2,1,2,2,NA,3,NA,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,5,1,4,4,NA,1,2012,NA,NA,NA
"1:3095",4,368,4013,404,NA,62,1,2,1,1.04373,403,1,1991,20,1,1,13,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,NA,2,5,2,2,1,2,2,NA,1,2,0,0,NA,2,NA,NA,3,3,4,4,4,7,3,5,3,5,7,6,1,7,4,4,3,3,4,4,4,3,NA,4,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,2,NA,2,NA,4,7,4,1,6,7,NA,NA,7,4,4,4,5,4,3,1,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,4,2,NA,NA,12,NA,1,1,1,3,NA,2,2,3,3,NA,4,NA,0,2,4,2,1,1,1,0,0,1,0,0,0,0,NA,1,0,0,NA,5,2,5,4,NA,1,2012,NA,NA,NA
"1:3096",4,1138,1101,411,NA,190,2,5,1,0.8764808,406,3,1979,32,1,3,57,3,2,1,2,NA,2,2,NA,NA,NA,NA,NA,4,1,2,2,4,NA,4,NA,3,10,2,2,2,2,2,NA,2,2,1,0,NA,1,NA,NA,4,2,4,4,4,4,4,4,4,7,4,3,3,3,7,4,4,4,4,4,4,5,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,2,NA,7,7,3,3,3,7,NA,NA,3,7,1,4,4,4,4,10,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,2,NA,3,1,NA,NA,3,NA,2,1,5,1,4,2,2,2,2,NA,4,NA,2,1,5,5,1,0,1,0,0,0,0,1,0,0,NA,1,0,1,NA,2,2,5,4,NA,1,2012,NA,NA,NA
"1:3097",4,809,702,407,NA,135,2,5,1,0.8960258,404,3,1981,30,1,2,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,2,4,4,NA,4,NA,2,7,2,2,1,2,2,NA,2,1,0,0,NA,1,NA,NA,4,3,7,5,4,6,7,5,4,7,6,5,1,7,3,5,1,4,5,5,4,5,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,3,NA,7,7,3,3,2,7,3,2,1,1,1,1,4,1,3,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,NA,NA,NA,NA,NA,NA,6,1,5,1,1,5,NA,1,2,2,1,NA,4,NA,2,2,5,4,1,0,1,0,0,0,0,1,1,0,NA,1,0,0,NA,5,1,2,4,NA,1,2012,NA,NA,NA
"1:3098",4,1698,2201,422,NA,283,2,5,1,0.6738398,409,2,1959,52,2,1,4,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,3,4,4,4,4,4,4,NA,1,NA,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,5,7,6,NA,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,2,NA,1,7,NA,1,1,7,NA,NA,6,5,10,NA,NA,NA,NA,1,NA,2,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,1,4,1,NA,NA,NA,NA,NA,5,NA,5,1,1,5,NA,2,2,4,2,NA,5,NA,3,2,5,1,0,0,1,0,0,0,0,0,0,0,NA,1,0,0,NA,5,1,5,4,NA,2,2012,NA,NA,NA
"1:3099",4,938,4051,408,NA,157,1,4,1,1.463108,405,3,1979,32,1,2,57,2,2,2,2,NA,5,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,NA,1,1,2,1,1,2,2,NA,2,1,0,0,NA,1,NA,NA,4,4,5,6,5,4,5,5,4,5,3,4,5,4,6,5,6,6,3,4,3,3,4,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,2,4,NA,7,7,3,7,1,4,NA,NA,1,4,4,4,2,4,3,1,NA,2,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,3,2,NA,NA,6,NA,1,1,5,1,2,2,2,2,3,NA,5,NA,2,1,5,1,1,1,1,1,0,1,0,1,1,0,NA,1,0,0,NA,2,1,7,4,NA,1,2012,NA,NA,NA
"1:3100",4,1602,1101,411,NA,267,2,5,1,0.8764808,406,3,1954,57,2,2,13,3,2,2,2,NA,4,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,NA,1,6,2,NA,NA,NA,2,NA,2,2,0,0,NA,1,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,NA,NA,NA,NA,0,NA,2,1,1,5,NA,2,2,3,2,NA,3,NA,4,2,5,5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,8,1,7,4,NA,2,2012,NA,NA,NA
"1:3101",4,1061,140501,409,NA,177,1,4,1,1.283405,406,2,1937,74,2,1,NA,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,3,10,2,2,2,2,2,NA,2,1,0,0,NA,2,NA,NA,4,2,4,4,4,4,4,4,4,7,3,4,1,7,7,4,4,5,4,4,4,5,4,5,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,7,7,7,1,3,7,2,1,1,1,1,4,4,4,5,10,1,1,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,NA,NA,NA,NA,0,0,2,1,5,7,NA,1,2,3,2,NA,2,NA,3,2,5,4,0,0,1,0,0,0,0,1,0,0,NA,1,0,1,NA,7,2,5,4,NA,2,2012,NA,NA,NA
"1:3102",4,1317,1807,418,NA,220,2,5,1,0.9078682,407,3,1978,33,1,1,NA,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,4,4,4,NA,4,NA,1,5,2,2,2,2,2,NA,2,2,0,1,NA,1,NA,NA,4,3,4,4,3,2,1,1,3,7,1,4,1,4,4,4,2,7,2,2,3,4,1,3,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,2,NA,7,7,1,3,4,7,1,2,5,4,10,4,3,4,5,3,4,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,1,NA,NA,NA,NA,NA,3,0,2,2,1,1,4,2,2,3,2,NA,5,NA,0,2,5,1,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,5,1,4,4,NA,1,2012,NA,NA,NA
