,sex,age,read_write,head_house,home_dept,home_city,mex_port,trans_crossm,coyote_usd,first_state,first_city,second_state,second_city,long_state,long_city,us_entry,trans_crossu,reason,fellow_trav
1267,Hombre,39,Sí,Sí,Copan,Dolores,No sabe,Autobús o camioneta,5000,No sabe,No sabe,No sabe,No sabe,No sabe,No sabe,Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1268,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Comayagua,San José del Potrero,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,Ninguna
1269,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,La Ceiba,Gracias a Dios,Autobús o camioneta,4000,Nuevo León,Monterrey (Nuevo León),Guanajuato,Guanajuato (Guanajuato),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,2
1270,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,Tela,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,2
1271,Hombre,39,Sí,No,Comayagua,Meámbar,Tecún Umán,Autobús o camioneta,3500,Puebla,211180001,Veracruz de Ignacio de la Llave,Cerro Azul (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1272,Hombre,29,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,La Paz,Santa María,Gracias a Dios,Autobús o camioneta,4000,Chiapas,Tuxtla Gutiérrez (Chiapas),Distrito Federal,Benito Juárez (Distrito Federal),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1273,Hombre,41,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Comayagua,San José del Potrero,Tecún Umán,Autobús o camioneta,7000,Puebla,Heróica Puebla de Zaragoza (Puebla),Guanajuato,Celaya (Guanajuato),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Juárez (Chihuahua),Ninguno (caminando o nadando),Trabajar,Ninguna
1274,Mujer,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tuxtla Gutiérrez (Chiapas),Querétaro,Santiago de Querétaro (Querétaro),Distrito Federal,Álvaro Obregón (Distrito Federal),Heroica Matamoros (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1275,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Cortés,Choloma,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Tamaulipas,280210001,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1276,Hombre,31,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Choluteca,Apacilagua,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde,No responde
1277,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Choluteca,Duyure,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tuxtla Gutiérrez (Chiapas),Puebla,Heróica Puebla de Zaragoza (Puebla),Chiapas,Tuxtla Gutiérrez (Chiapas),Tijuana (Baja California),Ninguno (caminando o nadando),Trabajar,22
1278,Hombre,20,Sí,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,4000,Chiapas,Tuxtla Gutiérrez (Chiapas),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,15
1279,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,Iriona,La Mesilla,Autobús o camioneta,2000,Chiapas,71060001,Distrito Federal,Coyoacán (Distrito Federal),Distrito Federal,Coyoacán (Distrito Federal),Juárez (Chihuahua),Automóvil particular,Buscar trabajo,Ninguna
1280,Hombre,25,Sí,Sí,Vive en EUA,Vive en EUA,Gracias a Dios,Autobús o camioneta,4000,Sonora,Altar (Sonora),Distrito Federal,Álvaro Obregón (Distrito Federal),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,5
1281,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Reforma (Chiapas),Puebla,210100001,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1282,Hombre,38,Sí,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,5000,Chiapas,Chiapa de Corzo (Chiapas),Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Nuevo Laredo (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1283,Hombre,39,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Nuevo León,Montemorelos (Nuevo León),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1284,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,112,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Iztapalapa (Distrito Federal),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,2
1285,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,La Mesilla,Autobús o camioneta,4000,Chiapas,Arriaga (Chiapas),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,6
1286,Hombre,36,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,Santa Rosa de Aguán,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Benito Juárez (Distrito Federal),Nuevo León,190120001,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1287,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,Tela,La Mesilla,Autobús o camioneta,2000,Guanajuato,110140001,Distrito Federal,90120027,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1288,Hombre,34,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Colón,Balfate,Gracias a Dios,Automóvil/Motocicleta particular,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Miguel Hidalgo (Distrito Federal),Sonora,Altar (Sonora),Distrito Federal,No especificado,Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,10
1289,Mujer,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Reitoca,Tecún Umán,Autobús o camioneta,4500,Chiapas,Tuxtla Gutiérrez (Chiapas),Puebla,Heróica Puebla de Zaragoza (Puebla),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,1
1290,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Gracias a Dios,Autobús o camioneta,3000,Chiapas,Tuxtla Gutiérrez (Chiapas),Nuevo León,Monterrey (Nuevo León),Distrito Federal,Álvaro Obregón (Distrito Federal),Piedras Negras (Coahuila de Zaragoza),Ninguno (caminando o nadando),Trabajar,Ninguna
1291,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Gracias a Dios,Ninguno (caminando o nadando),2500,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Chiapas,Arriaga (Chiapas),Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,24
1292,Hombre,37,Sí,No,Ocotepeque,Mercedes,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,Agua Dulce (Veracruz de Ignacio de la Llave),Chiapas,Reynosa (Tamaulipas),Veracruz de Ignacio de la Llave,Agua Dulce (Veracruz de Ignacio de la Llave),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1293,Hombre,47,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,El Paraíso,Yuscarán,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Ocosingo (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1294,Hombre,23,Sí,No,Vive en EUA,Vive en EUA,No sabe,"Balsas (cámaras de llanta, tambos, maderos)",3000,Distrito Federal,No especificado,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,15
1295,Hombre,45,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,4000,Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1296,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Comayagua,Comayagua,Tecún Umán,Autobús o camioneta,3500,Chiapas,Arriaga (Chiapas),Chihuahua,Juárez (Chihuahua),Distrito Federal,No especificado,Manuel Ojinaga (Chihuahua),Ninguno (caminando o nadando),Buscar trabajo,5
1297,Mujer,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Copan,431,Gracias a Dios,Autobús o camioneta,3500,Chiapas,Mapastepec (Chiapas),Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1298,Hombre,37,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tabasco,Villahermosa (Tabasco),Guanajuato,Celaya (Guanajuato),Distrito Federal,Coyoacán (Distrito Federal),Agua Prieta (Sonora),Ninguno (caminando o nadando),Trabajar,Ninguna
1299,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Gracias a Dios,Autobús o camioneta,3500,Chiapas,Chiapa de Corzo (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Reunirse con familiares,19
1300,Mujer,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Lempira,Piraera,Tecún Umán,Autobús o camioneta,5000,Querétaro,El Pueblito (Querétaro),Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1301,Hombre,26,Sí,No,La Paz,Santa María,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Las Margaritas (Chiapas),Distrito Federal,Miguel Hidalgo (Distrito Federal),Tamaulipas,Reynosa (Tamaulipas),Tijuana (Baja California),Automóvil particular,Buscar trabajo,Ninguna
1302,Hombre,31,Sí,No,Intubucá,Camasca,Tecún Umán,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Querétaro,Santiago de Querétaro (Querétaro),Chiapas,Arriaga (Chiapas),Chiapas,Tuxtla Gutiérrez (Chiapas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,7
1303,Hombre,47,No,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,2500,Chiapas,Tuxtla Gutiérrez (Chiapas),Tabasco,Cárdenas (Tabasco),Veracruz de Ignacio de la Llave,Agua Dulce (Veracruz de Ignacio de la Llave),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1304,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Nueva Armenia,No sabe,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tuxtla Gutiérrez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,2
1305,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,La Paz,Mercedes de Oriente,Tecún Umán,Autobús o camioneta,4000,Tabasco,Villahermosa (Tabasco),Puebla,Heróica Puebla de Zaragoza (Puebla),Nuevo León,Monterrey (Nuevo León),Puerto Palomas de Villa (Chihuahua),Ninguno (caminando o nadando),Trabajar,Ninguna
1306,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,San Miguelito,Gracias a Dios,"Balsas (cámaras de llanta, tambos, maderos)",3000,Tamaulipas,Reynosa (Tamaulipas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,3
1307,Hombre,21,Sí,No,Islas de la Bahía,1105,La Mesilla,Autobús o camioneta,2500,Chiapas,Chiapa de Corzo (Chiapas),Puebla,210740001,Distrito Federal,Iztacalco (Distrito Federal),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1308,Hombre,24,Sí,No,Copan,Santa Rosa de Copán,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Puebla,Heróica Puebla de Zaragoza (Puebla),Chiapas,Tuxtla Gutiérrez (Chiapas),Nuevo León,Monterrey (Nuevo León),Heroica Matamoros (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,3
1309,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,El Ceibo,Autobús o camioneta,3500,Chiapas,Tuxtla Gutiérrez (Chiapas),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1310,Hombre,32,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Colón,Iriona,Tecún Umán,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Puebla,Heróica Puebla de Zaragoza (Puebla),Puebla,Heróica Puebla de Zaragoza (Puebla),Nuevo Laredo (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,2
1311,Hombre,32,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Coyoacán (Distrito Federal),México,Alborada Jaltenco (México),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1312,Hombre,34,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),Nuevo León,Monterrey (Nuevo León),Distrito Federal,Coyoacán (Distrito Federal),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1313,Hombre,41,Sí,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Palenque (Chiapas),Veracruz de Ignacio de la Llave,Agua Dulce (Veracruz de Ignacio de la Llave),Distrito Federal,Benito Juárez (Distrito Federal),Reynosa (Tamaulipas),Autobús o camioneta,Buscar trabajo,Ninguna
1314,Hombre,29,Sí,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Chiapas,Cacahoatán (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Nuevo Laredo (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
